field,probe,frequency_khz,psd
pressure,freestream,3340.000000,7.04861569e-06
pressure,freestream,3350.000000,5.21501422e-06
pressure,freestream,3360.000000,2.29110808e-05
pressure,freestream,3370.000000,1.59928184e-05
pressure,freestream,3380.000000,1.40863591e-05
pressure,freestream,3390.000000,1.38023200e-06
pressure,freestream,3400.000000,1.54220957e-05
pressure,freestream,3410.000000,4.16429383e-06
pressure,freestream,3420.000000,3.64586563e-06
pressure,freestream,3430.000000,5.07795567e-06
pressure,freestream,3440.000000,1.07369078e-05
pressure,freestream,3450.000000,2.08939882e-05
pressure,freestream,3460.000000,1.72566305e-05
pressure,freestream,3470.000000,1.01330528e-05
pressure,freestream,3480.000000,1.10770744e-05
pressure,freestream,3490.000000,2.35439537e-05
pressure,freestream,3500.000000,2.82264651e-05
pressure,freestream,3510.000000,2.79234879e-05
pressure,freestream,3520.000000,3.04607981e-05
pressure,freestream,3530.000000,3.55628429e-06
pressure,freestream,3540.000000,1.15641373e-05
pressure,freestream,3550.000000,4.68726944e-06
pressure,freestream,3560.000000,6.14249272e-08
pressure,freestream,3570.000000,8.53853021e-07
pressure,freestream,3580.000000,8.34614303e-06
pressure,freestream,3590.000000,1.75701312e-05
pressure,freestream,3600.000000,2.56682050e-05
pressure,freestream,3610.000000,3.01358530e-05
pressure,freestream,3620.000000,1.50312388e-05
pressure,freestream,3630.000000,1.16332247e-05
pressure,freestream,3640.000000,1.60481349e-05
pressure,freestream,3650.000000,2.58176032e-05
pressure,freestream,3660.000000,1.80360353e-05
pressure,freestream,3670.000000,5.32701196e-06
pressure,freestream,3680.000000,9.79628203e-07
pressure,freestream,3690.000000,1.91296082e-06
pressure,freestream,3700.000000,1.50451753e-05
pressure,freestream,3710.000000,2.57326731e-05
pressure,freestream,3720.000000,6.17156306e-06
pressure,freestream,3730.000000,5.51958554e-07
pressure,freestream,3740.000000,9.02018185e-06
pressure,freestream,3750.000000,1.45773164e-05
pressure,freestream,3760.000000,2.17743445e-05
pressure,freestream,3770.000000,2.23630035e-05
pressure,freestream,3780.000000,3.75492855e-07
pressure,freestream,3790.000000,8.63249108e-06
pressure,freestream,3800.000000,2.17766312e-06
pressure,freestream,3810.000000,3.88175443e-05
pressure,freestream,3820.000000,4.42912621e-05
pressure,freestream,3830.000000,1.57551102e-05
pressure,freestream,3840.000000,1.66375264e-06
pressure,freestream,3850.000000,1.91082832e-05
pressure,freestream,3860.000000,3.10830351e-06
pressure,freestream,3870.000000,1.22542755e-05
pressure,freestream,3880.000000,1.82266821e-05
pressure,freestream,3890.000000,4.84207205e-05
pressure,freestream,3900.000000,3.87986449e-05
pressure,freestream,3910.000000,1.62304189e-05
pressure,freestream,3920.000000,6.48763368e-06
pressure,freestream,3930.000000,2.40720438e-06
pressure,freestream,3940.000000,2.31895470e-06
pressure,freestream,3950.000000,5.76144312e-06
pressure,freestream,3960.000000,2.46909356e-06
pressure,freestream,3970.000000,9.70040446e-06
pressure,freestream,3980.000000,5.74219784e-06
pressure,freestream,3990.000000,7.09796078e-06
pressure,freestream,4000.000000,2.71932896e-05
pressure,freestream,4010.000000,3.45502982e-05
pressure,freestream,4020.000000,1.25504931e-05
pressure,freestream,4030.000000,6.14853490e-06
pressure,freestream,4040.000000,1.93244702e-06
pressure,freestream,4050.000000,3.47149254e-06
pressure,freestream,4060.000000,3.59903252e-05
pressure,freestream,4070.000000,4.99857988e-05
pressure,freestream,4080.000000,2.78819807e-05
pressure,freestream,4090.000000,1.39319076e-05
pressure,freestream,4100.000000,1.74748325e-06
pressure,freestream,4110.000000,1.22907866e-05
pressure,freestream,4120.000000,1.01610247e-05
pressure,freestream,4130.000000,2.39114490e-06
pressure,freestream,4140.000000,5.87520283e-06
pressure,freestream,4150.000000,3.60668783e-06
pressure,freestream,4160.000000,9.22282804e-07
pressure,freestream,4170.000000,9.17654336e-06
pressure,freestream,4180.000000,2.91431521e-05
pressure,freestream,4190.000000,7.64088923e-06
pressure,freestream,4200.000000,7.41468846e-06
pressure,freestream,4210.000000,3.41809954e-05
pressure,freestream,4220.000000,1.80980098e-05
pressure,freestream,4230.000000,4.94742290e-06
pressure,freestream,4240.000000,2.54685082e-05
pressure,freestream,4250.000000,1.50390809e-05
pressure,freestream,4260.000000,4.33822608e-06
pressure,freestream,4270.000000,1.56822717e-05
pressure,freestream,4280.000000,3.12685329e-05
pressure,freestream,4290.000000,2.16078441e-05
pressure,freestream,4300.000000,2.72768689e-06
pressure,freestream,4310.000000,2.63013441e-05
pressure,freestream,4320.000000,1.82496113e-05
pressure,freestream,4330.000000,9.79321750e-06
pressure,freestream,4340.000000,2.92617738e-06
pressure,freestream,4350.000000,3.18748806e-06
pressure,freestream,4360.000000,2.79202864e-06
pressure,freestream,4370.000000,1.23415394e-06
pressure,freestream,4380.000000,6.32409684e-07
pressure,freestream,4390.000000,9.03075143e-06
pressure,freestream,4400.000000,8.24902511e-06
pressure,freestream,4410.000000,3.89863039e-06
pressure,freestream,4420.000000,1.41926489e-05
pressure,freestream,4430.000000,5.92410631e-06
pressure,freestream,4440.000000,1.32329555e-06
pressure,freestream,4450.000000,1.55128150e-06
pressure,freestream,4460.000000,2.41520481e-06
pressure,freestream,4470.000000,1.21335704e-06
pressure,freestream,4480.000000,8.95846079e-06
pressure,freestream,4490.000000,2.18620963e-05
pressure,freestream,4500.000000,6.82701975e-06
pressure,freestream,4510.000000,3.28871908e-06
pressure,freestream,4520.000000,3.68924098e-06
pressure,freestream,4530.000000,2.03938608e-05
pressure,freestream,4540.000000,1.00539283e-05
pressure,freestream,4550.000000,2.36830188e-06
pressure,freestream,4560.000000,2.99449747e-06
pressure,freestream,4570.000000,4.11541364e-06
pressure,freestream,4580.000000,5.35464475e-06
pressure,freestream,4590.000000,9.47915552e-07
pressure,freestream,4600.000000,1.15073805e-06
pressure,freestream,4610.000000,1.02826287e-06
pressure,freestream,4620.000000,4.77833789e-06
pressure,freestream,4630.000000,1.29750554e-05
pressure,freestream,4640.000000,4.03689692e-05
pressure,freestream,4650.000000,2.27445374e-05
pressure,freestream,4660.000000,4.75053917e-06
pressure,freestream,4670.000000,1.91849635e-06
pressure,freestream,4680.000000,1.60451920e-07
pressure,freestream,4690.000000,4.37052418e-07
pressure,freestream,4700.000000,3.58844354e-06
pressure,freestream,4710.000000,6.78007866e-06
pressure,freestream,4720.000000,9.87288425e-07
pressure,freestream,4730.000000,6.66798950e-06
pressure,freestream,4740.000000,8.55276441e-06
pressure,freestream,4750.000000,2.51388949e-09
pressure,freestream,4760.000000,2.83559778e-06
pressure,freestream,4770.000000,7.01473706e-06
pressure,freestream,4780.000000,1.48158969e-05
pressure,freestream,4790.000000,4.87459155e-06
pressure,freestream,4800.000000,2.62112393e-06
pressure,freestream,4810.000000,4.39445885e-06
pressure,freestream,4820.000000,6.99642910e-07
pressure,freestream,4830.000000,6.26287604e-07
pressure,freestream,4840.000000,2.99577429e-06
pressure,freestream,4850.000000,3.42968452e-07
pressure,freestream,4860.000000,6.72062468e-09
pressure,freestream,4870.000000,5.54263053e-06
pressure,freestream,4880.000000,1.72614370e-05
pressure,freestream,4890.000000,1.52582710e-05
pressure,freestream,4900.000000,2.17762943e-06
pressure,freestream,4910.000000,1.18792387e-06
pressure,freestream,4920.000000,2.49304408e-06
pressure,freestream,4930.000000,4.74682880e-06
pressure,freestream,4940.000000,4.27595826e-06
pressure,freestream,4950.000000,3.78591664e-06
pressure,freestream,4960.000000,2.81812913e-07
pressure,freestream,4970.000000,6.58010440e-06
pressure,freestream,4980.000000,2.53969860e-05
pressure,freestream,4990.000000,1.93999546e-05
pressure,freestream,5000.000000,9.24033125e-06
